,TIME_PERIOD,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EA19,ECU,EGY,ERI,ESP,EST,ETH,EU27_2020,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OECD,OECDA,OECDE,OECDSO,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
32,2002,45.12166,67.62729,27.96684,139.6553,422.8293,17.06764,1.741707,681.5876,217.8785,38.88587,14.57068,340.915,30.3107,25.66085,283.1798,123.2208,18.52044,5.62503,39.05721,87.8275,2.703933,64.92049,2092.188,4.830463,10.35625,6.563525,10.19972,12.19617,1050.677,282.3555,194.0197,11856.65,56.6376,53.63942,105.5529,9.888955,276.9903,3.197208,34.23751,106.7127,56.38248,201.5832,1742.951,2.116695,77.07301,176.3207,59.91997,186.2189,7494.93115234375,96.79178,253.595,12.89867,897.4727,32.74006,207.0207,9198.35546875,206.89,4.748466,1025.628,7.813516,1342.25,22.6469,109.9978,38.28307,4.737866,5.147235,301.0896,77.00862,85.65824,717.3988,30.00325,70.4081,21.38737,154.0452,777.7218,3631.499,216.221,580.7269,108.8753,13.26113,203.1054,1317.771,15.05653,55.43766,2845.006,180.9433,73.09418,12.61553,35.86221,1005.785,85.96802,25.17994,60.90379,4.677503,83.80623,67.73802,4.382458,112.0778,21.12332,47.86271,162.8634,16.38298,45.34185,2.064413,1180.862,41.21769,21.81438,23.49421,160.09,32.35458,40.65386,21.5716,18.77864,29.78383,254.9322,10.01211,23.13887,364.1388,32.00079,543.8973,195.2692,70.77373,102.9345,29151.912109375,13194.1162109375,11119.376953125,4838.41845703125,82.61045,374.4363,18.78501,164.5444,305.8288,16.05048,567.3989,108.3727,264.134,45.56146,42.0052,188.3741,1168.489,16.76595,373.4027,0.0,35.92677,136.1724,8.020832,41.56108,46.84893,51.09375,0.0,0.705567,4.578705,66.26579,60.13679,222.0735,13.78593,1.901392,106.992,49.5986,19.97965,527.6317,14.31493,51.93695,7.972839,78.44284,549.7653,118.55,94.90216,250.6823,71.47336,10457.33,66.77041,213.0097,447.7404,1.016089,1.068323,50.88721,295.1941,35.11203,37.37952
33,2003,44.61965,72.79801,32.60097,153.6575,443.4311,16.91829,1.726671,753.0369,205.8562,45.06146,13.91284,340.5346,31.72537,30.06721,234.9688,131.4633,15.54324,5.864411,45.93755,86.19714,2.460424,60.72346,2149.523,4.286546,10.69836,5.987756,12.6888,11.34236,1108.8,283.0261,194.1408,13416.27,59.40494,52.43127,109.0506,9.850524,284.6935,3.421475,36.23821,72.48032,74.94448,205.2229,1808.985,2.17508,69.26038,163.0685,47.31345,205.9497,7683.97412109375,95.02689,216.8346,13.89566,1000.262,48.23175,211.5285,9416.44921875,211.6637,5.206137,1036.8,8.275736,1316.961,23.42724,118.149,36.72055,5.55699,7.620607,303.6037,86.56725,72.08958,381.4536,28.35477,87.37241,21.58714,154.4982,1005.974,3814.246,210.4827,636.3412,134.657,14.10828,195.829,1310.141,12.36506,64.63918,2607.728,166.4287,73.06342,12.79563,36.04676,1069.365,96.19301,26.17961,61.83942,4.806291,90.02737,68.27522,4.605816,108.4683,25.05839,48.16824,176.3903,16.78789,49.26746,2.100329,1191.212,42.59726,31.68008,21.45948,166.5902,31.21883,49.03004,36.58745,19.3884,32.14203,298.6675,13.17195,23.62472,389.8005,28.6687,558.6763,198.6631,76.50409,116.4254,29412.2265625,13362.8642578125,11306.978515625,4742.38427734375,94.38228,369.4576,19.97195,150.5134,307.2669,19.78662,566.6199,115.0794,238.464,42.86625,42.3231,201.5616,1151.485,16.98124,400.0315,0.0,44.50673,156.0961,9.393632,38.56884,57.24939,57.97984,0.0,0.7659933,5.419277,64.89185,67.28224,222.6686,13.14862,1.693993,105.6871,63.93247,16.98656,575.8281,15.44223,71.79722,6.805676,77.71026,594.572,125.615,98.42358,271.7377,56.14767,10547.78,60.29076,173.1111,508.1787,1.119305,1.149503,68.98965,320.5082,39.16163,40.23812
34,2004,40.24712,75.17599,35.4919,164.0969,468.5241,18.60336,1.754168,807.9736,214.3188,52.57819,14.48616,377.1768,29.21413,28.17688,271.3778,126.7883,21.9395,5.290836,43.56092,102.6613,2.36249,55.22423,2202.075,4.444109,11.15058,5.941729,13.54181,12.85152,1163.009,269.6959,188.7701,14678.05,57.86152,57.43295,114.0187,10.90164,288.8524,3.613304,41.58196,87.28329,62.02489,227.2411,1815.493,2.420198,66.4063,181.9543,47.53437,221.5634,7822.13427734375,96.14179,218.0844,13.64422,1012.317,36.83589,219.3642,9667.142578125,217.4478,6.396695,1065.576,8.147572,1340.86,22.60827,120.6453,39.05801,5.072849,6.47148,322.083,91.28793,71.4151,361.34,31.34254,85.00833,22.66946,180.7568,1013.409,3821.031,215.0717,706.6802,160.1227,16.41393,186.6839,1312.15,12.14346,73.06732,2852.971,169.7653,84.81758,13.06104,40.50369,1048.631,114.3997,26.81209,44.72466,7.64359,79.92934,68.28931,4.823701,107.3901,30.41501,52.00443,179.9794,19.69832,45.77164,2.900222,1224.389,45.92226,28.52644,18.5762,168.2705,30.6786,43.64306,22.23465,20.75275,31.08073,295.797,14.3361,28.16289,410.1892,31.07685,584.9263,206.3431,79.16837,126.5574,30563.388671875,13922.90234375,11617.6689453125,5022.81689453125,100.0793,427.2646,21.11929,141.9937,328.1118,15.50521,586.5744,118.997,235.1572,45.31252,42.85343,241.1834,1270.611,15.85998,427.8874,0.0,49.12097,160.4596,9.415013,39.6801,49.14479,77.77116,0.0,0.8323775,5.73455,75.94983,67.22036,215.5019,13.08276,1.75819,107.2872,59.47259,15.02786,618.6557,15.45515,66.96362,6.825442,78.23115,650.7943,130.2344,96.0185,277.2336,72.01112,11016.3,59.57787,206.0063,526.2722,1.280956,1.269444,66.66557,332.148,37.833,44.16769
35,2005,43.97525,87.27882,37.3899,177.9148,509.1085,20.16277,2.013781,841.7751,235.5609,51.39323,15.86314,386.6543,31.80177,35.21038,319.4265,153.107,24.98206,5.733266,38.63609,96.90009,2.233922,65.02152,2287.971,5.549947,10.52771,4.680128,11.88545,12.96093,1219.793,297.0418,209.8687,15273.82,55.72165,61.49306,119.6779,13.73181,308.2287,3.987735,43.68148,66.55228,64.39076,251.339,1619.651,2.346597,70.17957,181.9937,54.64523,232.4657,8023.26513671875,100.0746,241.2103,13.83884,1109.021,46.09812,223.801,9991.892578125,221.3559,6.419346,1223.64,10.32018,1343.288,25.98891,139.4799,38.32524,5.058985,7.834378,248.9237,92.37678,79.89172,355.5394,32.97409,94.56409,23.18182,215.7106,1056.71,4014.141,232.8245,695.3828,203.6821,22.8194,194.8469,1368.0,13.38137,67.08136,2891.127,202.265,92.70118,12.39199,49.85816,1047.322,130.7383,27.8659,44.98411,8.384611,85.01196,69.14474,7.421522,95.72247,35.61928,61.58578,166.4158,21.12128,50.64628,3.510043,1246.888,42.64857,29.52981,19.03687,172.1265,35.31166,41.81749,18.35472,21.0977,29.20479,313.7359,14.49168,30.45133,441.5718,32.8618,661.6534,166.6679,82.22278,136.0954,31603.619140625,14428.6201171875,12063.83203125,5111.16650390625,99.22294,463.7582,19.52861,144.5702,327.6346,18.11749,551.0986,118.8054,250.0996,41.03247,74.49172,237.1552,1314.58,19.27611,468.2677,0.0,49.79799,149.8049,8.450574,39.92413,40.03913,71.05489,0.0,0.9745449,6.745282,83.88877,59.5389,283.6588,14.03233,2.164921,115.9385,67.59302,15.32851,649.6083,16.8108,50.83123,7.438657,76.01909,810.3767,126.7156,97.43369,298.3324,93.56075,11400.16,61.10634,234.7631,575.8564,1.564654,1.570705,80.60498,362.3073,37.8067,37.9897
36,2006,45.84114,83.58672,36.96547,187.3424,522.059,21.47495,2.48276,852.8677,231.4823,56.10247,16.60026,359.0709,36.8683,35.00992,326.2114,162.772,26.00331,6.615618,38.74993,113.0561,2.437663,67.23504,2509.721,5.530797,11.02579,3.057226,11.30328,13.50152,1299.224,309.7001,202.273,16472.78,61.32645,63.63943,122.2422,15.24094,319.7004,4.278798,48.1504,67.00611,70.82264,242.7607,1698.398,2.694376,70.64223,180.9082,56.66294,244.084,8319.6787109375,105.2173,266.7921,13.94666,1191.519,56.35053,216.4543,10331.1630859375,237.521,6.84919,1240.026,11.84302,1391.725,29.01537,150.073,35.8953,5.43695,8.73583,257.6826,102.0381,73.91443,501.6725,35.7467,101.6387,24.31628,183.8643,998.0236,4298.271,272.902,735.403,152.3919,26.3558,201.9151,1426.925,14.34357,59.70081,2851.839,221.9882,94.59364,12.871,51.05318,1110.667,125.3165,28.60584,45.13033,7.345826,92.5716,88.63515,14.55881,96.28683,31.88418,64.84126,183.2406,22.29494,54.96849,4.557854,1296.246,31.44888,28.79798,17.14873,179.1692,39.47941,42.40427,22.61573,21.63162,38.29679,341.8555,17.14117,28.90653,453.159,35.82941,682.2897,178.8796,84.24225,128.4031,32123.142578125,14437.9140625,12539.5361328125,5145.69189453125,134.6927,520.4452,20.12077,153.7212,338.0662,22.01444,590.4484,118.8604,233.9665,46.31279,83.60915,260.9124,1434.985,19.86525,525.879,0.0,44.54534,163.7632,10.7292,44.66479,41.66407,135.9575,0.0,1.060799,6.402962,86.62542,63.93627,288.1797,13.22296,2.12861,121.5801,74.15717,16.17839,715.3395,18.52334,34.83584,7.286532,80.24129,915.007,123.8037,98.67713,332.5439,90.25641,11272.32,73.43969,219.004,592.012,1.524494,1.417886,95.23035,367.1594,41.50796,43.94316
37,2007,45.78896,108.7677,36.13266,272.5972,574.2372,25.78137,2.249549,880.6345,233.5332,57.04251,16.09419,373.6967,46.98855,31.23913,344.0308,159.435,27.51777,6.186645,42.93944,127.3268,3.085491,71.43804,2822.707,3.956201,10.63668,3.748504,11.5457,13.62883,1384.433,307.4379,205.8602,16950.2,64.84756,68.27338,114.0676,23.97406,340.5257,4.58146,49.50887,72.15635,73.63622,247.7305,1741.991,3.625904,70.35016,178.0715,60.67169,272.7773,8507.1875,109.7275,282.6824,13.86164,1182.32,55.6422,244.0435,10612.4736328125,245.7394,6.362778,1321.687,12.94428,1389.787,33.54206,139.6441,41.40169,4.876111,12.02341,283.222,115.2107,82.70832,514.4135,38.26561,103.2318,24.64355,160.8296,1070.082,4697.661,247.5182,805.7006,132.5651,25.58153,224.1856,1374.617,14.32154,64.11865,2754.592,254.9779,131.2373,15.35833,54.91454,1170.476,142.3172,33.34916,46.08933,7.149305,106.2635,98.32535,23.88496,120.0795,32.62464,78.00945,182.7035,20.56914,60.60742,5.111968,1319.606,34.16817,33.43084,16.68483,195.9613,46.15303,41.99949,25.9566,20.58304,41.12564,396.4225,18.0301,27.58117,519.5823,39.58806,728.3336,195.7278,87.1441,139.0114,32164.669921875,14028.1142578125,12967.65625,5168.8994140625,140.7897,581.7824,28.28327,171.5414,381.4559,25.47535,669.6808,117.6856,234.9111,54.77097,107.5559,286.9701,1636.688,19.75428,586.2726,0.0,51.46046,183.0182,10.99217,48.43444,49.53443,119.261,0.0,1.104748,6.896368,99.63107,63.31077,299.3366,13.11626,2.323165,155.2146,75.76736,17.77168,704.952,21.89983,36.80485,7.744261,81.25008,1076.606,135.25,102.2796,352.2426,93.3916,10728.18,82.28866,310.8638,677.4535,1.70186,1.525679,109.0833,369.842,42.09318,39.42202
38,2008,37.85273,137.804,40.42892,280.8646,569.3525,43.2826,1.702341,756.9361,238.8135,57.47714,16.35807,381.2918,49.74428,38.76987,356.3708,160.6968,34.31942,5.759208,47.67023,146.1784,2.225114,73.74104,3102.616,4.754689,9.168809,4.38315,15.51776,14.4165,1369.44,305.8371,218.5003,18378.19,62.97779,69.80527,128.124,20.12557,337.4554,4.536206,51.02948,76.37792,68.00303,246.7521,1747.46,2.609036,72.73624,176.1677,63.42691,331.8653,8160.84814453125,119.4115,301.5895,11.40326,1086.085,50.34016,244.1667,10369.9306640625,256.2485,5.725976,1343.738,12.59643,1265.695,36.49905,146.5346,39.85557,5.56556,9.790252,327.9973,107.2565,82.29159,293.6218,40.35324,104.4762,24.80129,168.6069,1146.4,4736.479,208.7731,758.1631,170.8034,22.52064,240.1583,1148.771,16.46022,63.6839,2752.413,185.3096,132.8477,15.41549,61.28783,1085.949,175.803,35.57497,50.43781,7.483685,124.9329,104.6564,15.11283,147.5755,25.17898,69.73082,200.6323,25.91214,65.62898,5.599683,1303.828,35.91416,37.84815,15.78429,207.8196,48.98176,41.78931,21.055,23.23248,41.57213,409.4582,21.35049,35.84242,537.2263,37.21918,668.7753,210.5271,88.56042,130.3954,30769.083984375,13278.7578125,12524.474609375,4965.8515625,150.7786,568.185,33.89035,194.7624,387.2563,26.73693,724.1848,112.0915,200.341,59.89721,129.4591,342.3545,1707.392,23.24287,674.2375,0.0,54.15451,186.502,11.69611,46.18417,52.45081,144.004,0.0,0.969008,7.134335,107.3493,68.59173,285.8438,11.85475,1.806886,146.7868,80.15865,20.09983,724.0922,23.81351,37.50628,6.933364,85.77772,1041.278,141.9326,104.7701,373.5864,87.34901,9998.505,90.14401,299.4592,771.1886,1.595007,1.2441,118.5014,371.1121,38.6476,36.09143
39,2009,47.04237,158.188,43.10349,272.7356,475.1588,37.46343,1.202694,789.5933,227.0059,61.15316,16.49659,323.742,53.50358,33.35586,357.6396,141.0639,34.24605,5.761431,43.41103,135.1603,2.293066,84.7629,3092.575,4.422387,8.461727,5.039811,19.04468,14.67005,1364.94,300.8662,199.5789,21830.55,62.21066,72.6974,123.7478,23.55923,346.3318,4.192178,44.40836,53.68464,54.41885,230.1931,1606.203,3.848803,62.86073,145.9477,54.00799,346.6136,7172.6865234375,131.8125,306.7537,12.51253,907.123,44.38334,268.99,9086.033203125,214.0607,5.136281,1223.759,13.78715,1092.29,34.97083,137.4151,41.97856,6.078369,23.01119,282.1444,93.40178,77.99838,284.7388,46.69389,90.64549,26.06119,148.9349,1130.075,4990.141,170.8293,855.1964,203.6189,17.51036,216.0134,987.5109,13.03645,65.33531,2454.655,257.975,129.2947,15.64686,66.56473,987.7024,132.7106,39.29411,53.39875,7.966538,153.4229,83.87622,9.725386,98.77808,21.07021,52.91247,206.5976,19.50862,66.45277,5.081769,1166.576,31.196,42.13132,17.32207,213.8983,50.37762,46.34432,24.37469,21.34271,45.35293,397.9415,26.44389,28.96458,495.5912,36.28972,588.1899,193.7562,92.85698,125.5156,27622.984375,11994.4228515625,11055.08203125,4573.4794921875,155.427,562.5435,29.64962,178.9275,394.1584,35.28505,671.7791,103.2198,191.4039,56.94702,135.703,264.4708,1589.904,24.49012,731.9939,0.0,51.53565,163.0097,13.76693,43.52623,39.50367,120.3552,0.005767,0.9747278,6.880209,100.6921,61.13763,220.311,12.71356,1.769874,174.4672,79.99747,18.42091,691.665,25.54033,34.2468,6.034057,85.71018,932.5475,136.3927,130.0767,292.2565,89.22052,8872.588,99.01094,303.1316,838.0142,1.644819,1.29284,93.93119,372.2989,40.99505,43.0199
40,2010,47.86218,145.0233,35.13383,229.2754,556.4977,21.4708,1.190127,829.0186,222.8089,63.33696,17.75295,325.7542,48.32852,37.98003,382.7171,111.4618,34.39555,5.793618,42.34419,147.0135,1.835633,82.32998,3398.998,3.015387,8.015461,9.51296,17.55552,15.35607,1439.832,310.4758,218.0852,24382.27,66.61868,74.21849,142.3751,19.36344,353.537,4.213297,52.05245,58.99601,51.66748,230.8929,1667.35,4.434861,65.93017,138.3945,59.23531,331.9777,7033.89892578125,133.4662,314.9583,13.5661,821.2065,42.17072,251.158,8929.6044921875,208.2607,5.122645,1235.655,12.67088,1092.387,34.67829,162.4779,39.21972,6.518756,50.89883,206.9038,114.6526,90.53713,293.7371,41.15602,80.27004,26.84902,129.0998,1375.148,5166.145,117.5011,832.1813,203.2274,17.6676,236.9916,1004.868,12.81499,71.04461,2460.203,244.7778,146.4524,15.44569,97.44755,1046.744,133.4153,46.63418,49.93204,7.749716,150.4221,94.25727,12.26102,104.9803,23.89704,52.37357,194.7968,25.40279,64.54919,5.185818,1209.568,27.91452,43.67391,20.79459,225.0162,48.09228,55.90678,22.20505,22.64094,47.84975,430.9288,22.25601,40.3003,569.7802,37.63096,567.533,197.5178,97.78378,118.0104,28125.51953125,12283.6865234375,11150.865234375,4690.9677734375,141.4401,547.6567,33.17754,191.8775,402.0543,39.78199,670.5425,104.927,196.3477,79.94927,114.3387,272.6052,1521.266,27.03314,768.0699,0.0,53.45413,195.5887,15.35212,45.22539,55.05518,139.7207,0.009889,1.046287,6.855391,105.5783,58.24826,262.4389,12.9365,1.789982,193.7111,90.71484,20.57985,747.7763,24.71887,31.09209,5.447459,94.4659,1140.011,152.3095,129.439,289.8014,95.51825,9010.612,104.8731,282.356,829.7888,1.868165,1.336562,93.49245,377.8246,48.31869,48.34565
41,2011,47.58501,171.1472,36.56536,236.7756,625.5106,20.72586,1.284709,826.419,241.2478,63.95778,19.22555,345.0498,49.25117,35.47546,405.382,108.397,34.92386,6.955689,43.81145,132.0588,2.060223,90.82983,3765.069,3.271337,10.5111,8.961591,20.72172,15.80644,1480.984,328.0507,234.0763,26941.14,67.82951,76.57653,145.7254,22.7989,364.9529,4.206036,52.01134,69.68488,44.00846,240.0936,1746.821,8.920819,66.2946,151.9168,59.01028,337.2435,7104.9560546875,136.5203,332.0797,12.33371,782.2186,41.71333,229.7181,9176.828125,213.7763,5.263587,1285.341,14.8552,1112.071,38.7114,180.8385,40.27295,4.971568,27.55202,194.8692,118.4752,109.0291,322.3255,41.24742,89.91067,26.892,127.4851,1460.031,5492.164,111.7366,862.3386,222.0251,19.38331,228.8936,982.3335,15.37133,77.56876,2512.778,268.3371,148.047,16.78016,69.02344,1100.091,147.753,43.18709,58.45477,8.285802,94.71432,127.3843,17.03008,114.3677,26.3261,56.4572,202.0768,25.95586,64.81298,5.240304,1222.64,32.80801,47.27744,22.47331,230.4975,57.80424,64.47428,19.00475,24.09984,49.12381,588.8985,21.55055,34.73879,581.6274,40.6363,548.1849,219.5945,99.90839,126.7165,28723.822265625,12315.43359375,11613.490234375,4794.89794921875,143.6677,606.197,33.17174,195.1786,453.309,46.00074,762.368,108.571,181.1495,99.26186,147.3638,316.4458,1719.37,29.20362,783.2593,0.0,53.44477,212.5405,17.43382,44.61981,68.30272,152.1401,2.572042,1.049851,7.58064,107.1479,59.73377,275.2547,12.51949,1.78337,179.4311,93.72357,22.73409,810.8229,32.34822,34.61142,6.086099,91.31882,1338.798,169.0191,128.885,369.4126,92.05003,8960.769,108.4837,265.037,848.2454,1.793784,1.378509,85.05256,374.8484,56.18946,42.6849
42,2012,54.7646,171.4986,36.25595,238.4542,613.6829,20.56473,1.199976,821.7045,231.797,72.37487,15.39043,334.1238,49.05086,47.24509,493.072,157.5786,42.58105,5.906585,46.13448,141.8566,1.923656,90.44435,3800.504,3.244396,11.00261,8.961661,19.20401,16.40575,1500.002,309.9658,238.0072,28941.0,83.61083,90.16859,156.178,25.35242,382.0144,4.21308,54.01688,74.70795,40.46407,227.7059,1648.81,13.20639,88.59259,153.0245,72.85262,345.2154,6714.45166015625,112.4182,397.1255,12.05577,643.9802,44.98622,234.4292,8700.99609375,208.786,5.11413,1328.481,14.41615,1075.564,42.69745,206.531,41.19422,5.401977,19.60797,217.7846,127.7897,87.38022,335.2069,43.33113,71.75493,26.4108,117.5956,1720.046,5580.309,116.4603,922.9003,212.45,23.16991,254.9364,857.5421,15.92237,65.63526,2664.654,310.1127,164.3117,18.69289,72.05162,1083.137,134.0983,54.65047,64.21244,8.217889,111.3302,132.3328,26.13059,117.1247,29.97039,65.04973,199.817,28.73991,68.76602,4.920854,1263.667,31.9634,44.97655,19.99856,229.8819,55.74934,82.95798,21.23179,24.1593,50.53769,619.8301,25.95038,44.35858,529.3066,46.76355,497.8263,222.407,118.697,129.1296,28647.947265625,12665.1162109375,11029.26953125,4953.5615234375,159.9994,605.3118,43.85524,220.5057,467.4042,47.79681,689.1511,109.8487,146.003,94.65344,143.8516,292.3258,1734.075,30.65121,868.2922,207.5831,54.75994,224.3684,15.84797,49.11304,99.58323,143.66,46.51423,0.9853969,7.431385,109.0099,56.25396,277.4082,13.66542,1.799352,126.9115,106.615,21.28658,813.3553,33.29517,43.83141,6.873948,89.93802,1279.288,175.1605,129.6702,341.9255,84.03031,9227.409,118.198,336.7402,756.9506,1.723797,1.348433,95.42307,391.3415,58.89197,52.65365
43,2013,52.82857,189.9136,33.36347,239.3375,676.4438,21.08607,1.224257,786.6379,233.7365,88.14862,20.21115,335.5035,54.84805,46.39492,520.8733,124.4835,47.26999,5.418993,42.43207,150.4805,2.563967,96.87045,3921.094,3.144481,13.11483,9.647091,24.7287,14.91228,1532.286,310.4264,239.2365,31145.79,92.90026,89.63291,157.5527,26.21894,402.3246,4.215088,57.08504,68.72066,36.0331,217.0972,1652.387,13.90691,87.35528,150.1345,70.9049,344.3035,6776.07373046875,151.7296,381.8168,14.36308,743.6465,48.71811,253.628,8645.01953125,207.8586,6.329733,1338.626,15.52832,1121.013,40.1246,207.0629,48.61355,5.178128,15.24611,207.9723,159.2338,88.78426,328.4584,45.26576,69.81995,26.97848,130.245,1791.597,5394.233,117.133,770.991,223.8145,23.8471,245.7103,826.8606,15.37725,71.43068,2622.85,322.0995,177.0013,22.10911,75.49753,1094.772,151.9021,56.37916,69.79937,8.299594,114.216,92.84434,23.74306,118.0389,33.72588,60.68039,209.2403,30.36642,65.32696,5.640835,1288.851,31.47929,44.17926,19.33694,241.5702,69.8558,80.7841,21.85293,24.64274,53.22131,632.5051,28.45039,46.1606,653.412,47.25961,501.2161,224.7773,123.0477,134.9855,28917.96484375,12869.62890625,11163.37890625,4884.95556640625,169.1454,639.0203,49.02166,220.6894,474.1127,26.88192,631.5548,110.2458,131.5723,102.7034,152.2917,276.6777,1859.718,30.83285,947.8701,224.036,59.87846,221.3437,20.87289,49.97008,94.6029,140.6743,45.13506,1.085438,7.507959,108.6735,54.35448,268.9333,13.12873,1.981704,96.06486,97.82401,22.72616,850.9271,35.696,46.74046,7.058538,93.46564,1364.647,196.1535,124.3437,373.9532,91.85774,9349.846,127.0836,370.7674,783.1392,1.869709,1.39108,95.2525,390.1362,60.80213,49.09417
44,2014,53.42096,184.8497,38.04584,288.6262,663.9202,21.16547,1.24229,801.3671,236.7302,83.75104,18.72209,337.0506,66.07156,41.46352,380.6338,127.3843,47.58334,5.536307,45.23241,156.0553,2.210279,106.4973,3804.674,3.160408,10.37046,14.76551,19.70878,14.99668,1485.665,296.8766,222.688,32167.76,95.43031,90.45732,166.8793,37.91644,423.5898,4.308804,57.67046,68.39607,37.05104,223.7768,1685.663,11.49376,90.6637,146.4266,72.01884,354.5495,6828.23828125,156.6051,419.4511,12.53818,746.5817,49.43363,252.5969,8747.9609375,214.3098,6.393122,1332.08,15.68053,1196.192,40.74789,170.5995,49.70379,5.31375,14.32746,201.0277,180.1057,88.59413,319.5671,46.42379,65.20141,29.41844,146.3873,1756.557,5379.686,122.0211,708.8107,237.6926,24.02873,231.6299,807.898,15.26262,74.88981,2609.995,373.3239,183.1489,21.45547,82.62347,1085.277,167.3572,61.88926,74.49604,9.410514,133.5088,134.9257,24.07389,123.2907,31.77686,66.7427,191.9139,30.71136,67.86632,5.782834,1309.9,31.41214,52.01879,18.31472,272.9255,71.36069,87.27939,20.12918,25.32589,54.99059,598.563,27.61728,57.44124,664.173,47.24865,517.1814,213.2818,131.3045,142.7497,29405.802734375,13207.2490234375,11327.5341796875,4871.0185546875,157.6968,663.7659,48.38649,225.704,720.3953,21.87958,652.2419,106.5196,133.6337,111.3001,199.8928,274.8247,1760.275,27.33452,935.6287,221.7877,57.26308,200.6556,22.19301,46.38261,110.0879,139.8998,49.9931,1.125276,7.69391,113.8688,53.58286,283.4797,12.68118,2.009578,64.47217,108.1252,24.3744,767.1114,42.39882,53.33309,7.189301,99.1162,1371.97,213.3458,137.2994,342.4792,41.76078,9707.736,138.7666,354.4183,1015.221,1.920152,1.433253,89.92496,376.7343,65.84231,48.03004
45,2015,51.80381,197.3718,36.45985,317.5652,701.8969,20.90109,1.251439,768.4371,229.1559,78.66047,18.20771,330.9479,48.83544,40.97829,439.4517,137.6924,46.90732,4.539304,48.33851,129.7667,3.308896,124.5128,3598.002,3.153619,11.11745,16.43096,15.46077,15.19153,1454.025,280.6791,222.8729,31893.64,118.4035,89.90559,169.2551,39.09571,430.3486,4.425182,57.54156,86.31676,37.51954,227.2014,1640.649,11.06512,93.90346,140.5332,75.36968,395.8182,6698.1962890625,139.3319,413.0946,13.36887,734.9364,51.59651,289.9245,8663.6181640625,202.261,6.432545,1298.901,16.3901,1206.135,41.77772,193.7427,56.67225,5.937746,14.91382,189.8825,140.1164,89.54512,346.4873,48.31941,66.64558,27.15339,132.4834,1761.227,5671.875,129.8936,673.1289,205.8731,24.72542,257.0,797.001,12.93892,81.12547,2459.207,440.5407,196.9681,20.84802,91.75597,1087.292,194.143,70.29672,63.41029,10.23762,91.45248,138.5848,24.50421,108.2057,29.21444,59.40554,196.9812,22.20105,69.88961,5.960201,1283.995,30.53208,54.45272,20.13784,265.7415,68.66573,71.70847,20.0584,25.62361,50.23289,593.5986,24.67485,70.79042,680.3416,48.16974,530.8091,187.8847,136.5231,139.5378,29347.24609375,13417.759765625,11218.0126953125,4711.47412109375,178.1518,706.2953,48.54074,219.9434,741.0918,20.20177,667.3355,112.035,138.2082,107.5646,172.2207,309.2585,1702.507,29.44516,988.095,215.8621,59.60128,193.7839,22.4066,45.27879,105.6685,133.9808,45.70506,1.149549,7.801129,117.1032,52.36785,284.2715,12.77505,2.039737,57.26022,115.7698,21.91793,769.2467,39.3917,57.42814,7.298176,100.4457,1426.225,201.3372,131.9255,261.9562,39.99433,9968.977,148.3668,483.988,967.1143,1.975728,1.470201,74.27532,358.5503,61.55897,51.20238
